dataset,bearing,indicator,life_frac,value
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1588,0.07904
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.15922,0.03577
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.15965,0.05192
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16007,0.01784
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16049,0.0615
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16091,0.13822
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16133,0.09179
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16175,0.17721
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16217,0.07732
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16259,0.05195
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16302,0.03234
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16344,0.03729
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16386,0.04785
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16428,0.08394
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1647,0.10241
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16512,0.02354
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16554,0.06437
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16596,0.1141
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16639,0.32755
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16681,0.12165
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16723,0.17158
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16765,0.13685
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16807,0.1133
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16849,0.04416
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16891,0.11387
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16933,0.09415
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.16976,0.10251
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17018,0.12205
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1706,0.12822
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17102,0.06332
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17144,0.07141
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17186,0.04733
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17228,0.07559
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1727,0.03247
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17313,0.06722
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17355,0.09539
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17397,0.06792
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17439,0.07864
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17481,0.08856
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17523,0.08881
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17565,0.08786
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17607,0.10509
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1765,0.16855
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17692,0.09468
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17734,0.07757
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17776,0.09812
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17818,0.05683
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1786,0.24569
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17902,0.11036
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17944,0.11081
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.17987,0.12783
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18029,0.07917
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18071,0.11004
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18113,0.09887
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18155,0.07477
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18197,0.09747
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18239,0.03926
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18281,0.06691
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18324,0.12952
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18366,0.11785
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18408,0.13696
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1845,0.4062
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18492,0.1775
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18534,0.13458
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18576,0.05677
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18618,0.05044
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1866,0.01021
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18703,0.10991
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18745,0.06493
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18787,0.073
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18829,0.07127
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18871,0.06812
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18913,0.06643
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18955,0.05785
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.18997,0.08992
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1904,0.07659
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19082,0.10159
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19124,0.08967
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19166,0.05011
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19208,0.046
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1925,0.20136
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19292,0.14121
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19334,0.04104
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19377,0.11712
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19419,0.05365
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19461,0.15178
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19503,0.10488
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19545,0.10045
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19587,0.08098
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19629,0.07228
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19671,0.06382
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19714,0.02568
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19756,0.12535
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19798,0.08024
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.1984,0.07536
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19882,0.11911
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19924,0.06239
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.19966,0.06932
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20008,0.11003
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20051,0.12736
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20093,0.0849
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20135,0.09829
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20177,0.10619
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20219,0.12882
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20261,0.08626
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20303,0.0891
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20345,0.0599
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20388,0.16216
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2043,0.12424
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20472,0.0882
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20514,0.08758
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20556,0.08885
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20598,0.06996
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2064,0.09413
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20682,0.12397
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20725,0.08418
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20767,0.12736
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20809,0.14058
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20851,0.09633
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20893,0.13876
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20935,0.11804
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.20977,0.14707
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21019,0.17451
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21061,0.11125
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21104,0.13164
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21146,0.09936
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21188,0.1286
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2123,0.20738
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21272,0.09568
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21314,0.03674
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21356,0.05902
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21398,0.07566
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21441,0.11024
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21483,0.08977
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21525,0.18911
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21567,0.1123
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21609,0.07533
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21651,0.08133
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21693,0.20385
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21735,0.11704
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21778,0.06446
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2182,0.06128
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21862,0.063
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21904,0.45387
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21946,0.26884
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.21988,0.19181
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2203,0.11564
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22072,0.05277
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22115,0.0938
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22157,0.04607
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22199,0.19016
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22241,0.03163
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22283,0.0656
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22325,0.07562
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22367,0.13137
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22409,0.05885
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22452,0.06413
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22494,0.07491
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22536,0.04444
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22578,0.03633
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2262,0.08847
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22662,0.06403
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22704,0.13225
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22746,0.13153
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22789,0.11675
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22831,0.46767
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22873,0.2082
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22915,0.12993
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22957,0.11214
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.22999,0.13564
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23041,0.13407
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23083,0.11396
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23126,0.0977
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23168,0.13219
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2321,0.07525
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23252,0.13759
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23294,0.12137
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23336,0.38041
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23378,0.21519
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2342,0.03242
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23463,0.11975
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23505,0.12778
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23547,0.08053
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23589,0.08234
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23631,0.08098
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23673,0.05634
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23715,0.05153
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23757,0.12843
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23799,0.0904
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23842,0.06661
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23884,0.10894
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23926,0.10326
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.23968,0.04303
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2401,0.0986
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24052,0.08843
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24094,0.07828
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24136,0.13542
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24179,0.20487
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24221,0.28327
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24263,0.17012
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24305,0.13753
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24347,0.09923
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24389,0.06525
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24431,0.14989
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24473,0.12263
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24516,0.05657
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24558,0.05905
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.246,0.06265
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24642,0.1176
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24684,0.25029
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24726,0.13378
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24768,0.13708
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2481,0.08142
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24853,0.1835
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24895,0.12455
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24937,0.06123
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.24979,0.08422
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25021,0.08916
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25063,0.06707
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25105,0.07412
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25147,0.16712
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2519,0.13797
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25232,0.04377
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25274,0.04674
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25316,0.72434
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25358,0.263
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.254,0.10318
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25442,0.06594
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25484,0.09531
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25527,0.05307
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25569,0.0766
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25611,0.04663
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25653,0.13254
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25695,0.08968
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25737,0.10444
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25779,0.11811
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25821,0.05609
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25864,0.08452
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25906,0.10554
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.25948,0.10171
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2599,0.15198
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26032,0.11842
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26074,0.07291
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26116,0.05005
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26158,0.10869
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26201,0.0473
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26243,0.08325
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26285,0.07796
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26327,0.08895
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26369,0.06253
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26411,0.09101
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26453,0.07814
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26495,0.13529
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26537,0.1341
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2658,0.13275
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26622,0.07049
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26664,0.10424
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26706,0.09329
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26748,0.12112
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2679,0.0844
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26832,0.21601
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26874,0.12463
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26917,0.09529
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.26959,0.09162
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27001,0.09726
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27043,0.07474
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27085,0.09135
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27127,0.1368
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27169,0.16669
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27211,0.56089
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27254,0.18501
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27296,0.13987
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27338,0.12302
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2738,0.15792
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27422,0.11477
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27464,0.07513
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27506,0.08339
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27548,0.08396
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27591,0.11421
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27633,0.18055
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27675,0.10944
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27717,0.11326
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27759,0.13228
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27801,0.08632
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27843,0.13115
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27885,0.12997
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.27928,0.14312
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2797,0.14694
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28012,0.13395
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28054,0.13728
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28096,0.1785
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28138,0.25459
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2818,0.13345
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28222,0.12519
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28265,0.2171
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28307,0.16715
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28349,0.12439
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28391,0.13972
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28433,0.13435
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28475,0.19651
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28517,0.10615
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28559,0.33853
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28602,0.16631
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28644,0.1909
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28686,0.17257
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28728,0.0938
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2877,0.24892
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28812,0.14858
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28854,0.13658
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28896,0.196
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28939,0.1261
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.28981,0.08875
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29023,0.11845
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29065,0.15939
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29107,0.09845
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29149,0.09939
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29191,0.14866
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29233,0.16379
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29275,0.07295
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29318,0.16047
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2936,0.0586
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29402,0.06664
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29444,0.10248
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29486,0.14908
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29528,0.13435
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.2957,0.19658
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29612,0.16161
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29655,0.09385
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29697,0.11809
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29739,0.08937
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29781,0.65813
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29823,0.23633
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29865,0.08253
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29907,0.07629
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29949,0.15746
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.29992,0.15698
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30034,0.10185
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30076,0.14543
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30118,0.13764
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.3016,0.16426
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30202,0.41384
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30244,0.15392
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30286,0.12233
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30329,0.22436
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30371,0.16468
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30413,0.11412
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30455,0.23527
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30497,0.1733
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30539,0.21685
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30581,0.17014
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30623,0.12135
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30666,0.10004
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30708,0.19656
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.3075,0.15657
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30792,0.13041
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30834,0.21593
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30876,0.19392
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.30918,0.10478
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.3096,0.36084
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31003,0.21673
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31045,0.12952
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31087,0.10077
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31129,0.33722
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31171,0.2086
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31213,0.48404
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31255,0.2056
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31297,0.1692
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.3134,0.13648
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31382,0.21136
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31424,0.36973
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31466,0.3049
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31508,0.21157
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.3155,0.14679
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31592,0.11287
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31634,0.13739
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31676,0.1884
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31719,0.14829
pronostia,Full_Test_Set_Bearing1_3,VTOI,0.31761,0.19837
